priority,show,exhibitor,amazon_presence_summary,smartscout_brand,monthly_revenue_usd,total_products,avg_rating,total_reviews,primary_subcategory,amazon_url,search_term,org_type_flag,smartscout_checked,match_confidence,other_candidates,google_amazon_presence,google_note,amazon_direct_search,amazon_direct_search_note,amazon_brand_name,amazon_store_url,amazon_sold_by,amazon_verified,SS_Brand_Match,SS_Match_Confidence,SS_Category,SS_Subcategory,SS_Monthly_Revenue,SS_TTM_Revenue,SS_Total_Products,SS_Total_Reviews,SS_Avg_Rating,SS_Avg_Price,SS_Avg_Sellers,SS_Single_Seller_Name,SS_Amazon_1P_Pct,SS_MoM_Growth,SS_12M_MoM_Growth,SS_Has_Storefront,SS_Storefront_URL,SS_Top_Products,SS_Seller_Coverage,SS_Seller_Count,SS_Seller_Type,SS_Reseller_Share_Pct,Angle,Angle_Data_Points,Subject,Email,QA_Flags,Processed_At
1 - Confirmed on Amazon,Las Vegas Souvenir & Resort Gift Show 2026,"Southwest Specialty Food, Inc.",YES on Amazon (SmartScout),Southwest Specialty Food,851.7,2.0,4.6,391.0,Hot Sauce,,Southwest Specialty Food,,Yes,exact,Southwest Specialty Foods Inc. (0 products),,,Not needed,,,,,SmartScout,Southwest Specialty Food,exact,Grocery & Gourmet Food,Hot Sauce,851.7,9259.2,2,391,4.6,9.95,2,Southwest Specialty Food,0,0.2,,False,,Pure Bred Idiot Pure Ground Carolina Reaper Powder | B07RZW8HY6 | $449; Spontaneous Combustion Habanero Pepper | B000G6XFVO | $403,Southwest Specialty Food: 100%,1,Brand direct,0,"Brand direct, two listings, under $1k a month; catalog barely on Amazon",Brand direct 100%; monthly rev ~$850; 2 products; 391 reviews; avg rating 4.6,Southwest Specialty Food on Amazon,"Hi {{first_name}},

Saw you're exhibiting at the Las Vegas Souvenir & Resort Gift Show next week.

From what we can see, Southwest Specialty Food has two listings on Amazon, the Carolina Reaper powder and the habanero, doing under $1k a month between them, sold direct, with about 400 reviews and a 4.6 rating. Hot sauce and pepper gifts are a big Amazon category in Q4 and the rest of your range isn't there at all.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at?

Yoni
",trimmed for length,2026-09-25T15:35:53
1 - Confirmed on Amazon,Las Vegas Souvenir & Resort Gift Show 2026,Zizo USA Inc.,YES on Amazon (SmartScout),Zizo,845.08,26.0,4.23,23928.0,Cell Phone Case & Cover Bundles,,Zizo,,Yes,exact,"ZIZOR, VOZIZOV, ZIZOTI, zizouoe (unrelated)",,,Not needed,,,,,SmartScout,Zizo,exact,Everything Else,Cell Phone Case & Cover Bundles,824.27,12498.15,25,23863,4.23,28.32,1.68,,0,0.032,,True,,Zizo Bolt Cover - Case for iPhone 11 with Glass Screen Protector & Kickstand (Black) | B07X8RYFZ5 | $185; ZIZO Bolt Bundle iPhone 13 Case - Black | B09F53FSJW | $170; ZIZO Bolt Bundle for iPhone 14 Pro Max Case - Black | B0BBHBC97N | $128; ZIZO Bolt Series for Galaxy S21 Plus Case - Blue & Black | B08T5V7ZWC | $99; ZIZO USA New York City Broadway Snow Globe | B005F79CJS | $92,wirelessdeals: 45.9%; AG DEALS: 18.9%; C&M Ecom: 14.4%; City-Souvenirs: 11.2%; Austin Smart Tech LLC: 3.3%,6,Third-party resellers,96.7,Huge review base (~24k) but under $1k a month; sold entirely by resellers; catalog abandoned,"wirelessdeals 45.9%; AG DEALS 18.9%; C&M Ecom 14.4%; brand direct 0%; monthly rev ~$820; 25 products; 23,863 reviews",Zizo's Amazon catalog,"Hi {{first_name}},

Saw you're exhibiting at the Las Vegas Souvenir & Resort Gift Show next week.

Looking at your listings, Zizo has close to 24,000 reviews on Amazon across about 25 case listings, and it is doing under $1k a month, all through resellers like wirelessdeals and AG DEALS. We don't see a Zizo account. That is a lot of review equity sitting on old iPhone models with nobody carrying it forward to current ones.

We manage Amazon for brands end to end, including strategy, content, advertising, inventory and operations.

Would it make sense to have a quick conversation?

Yoni
",,2026-09-25T15:35:53
1 - Confirmed on Amazon,Las Vegas Souvenir & Resort Gift Show 2026,Dry Gulch Gifts,YES on Amazon (SmartScout),Dry Gulch Gifts,674.46,1.0,4.6,53.0,Assembly & Disentanglement Puzzles,,Dry Gulch Gifts,,Yes,exact,,,,Not needed,,,,,SmartScout,Dry Gulch Gifts,exact,Toys & Games,Assembly & Disentanglement Puzzles,674.46,8568.14,1,53,4.6,24.98,1,,0,-0.15,,False,,Puzzle: Dry Gulch Horseshoe | B07T7Z5MGL | $674,Lehman's Home and Garden: 100%,1,Third-party resellers,100,Effectively not on Amazon as a brand: one puzzle sold by a single retailer,Lehman's Home and Garden 100%; 1 product; monthly rev ~$670; 53 reviews,Dry Gulch Gifts on Amazon,"Hi {{first_name}},

Saw you're exhibiting at the Las Vegas Souvenir & Resort Gift Show next week.

From what we can see, Dry Gulch Gifts is on Amazon as a single listing, the horseshoe puzzle, sold by Lehman's rather than by you, at around $700 a month. So the brand is effectively not on Amazon at all, which for a gift line heading into Q4 is either a gap or a choice.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at?

Yoni
",trimmed for length,2026-09-25T15:35:53
1 - Confirmed on Amazon,Las Vegas Souvenir & Resort Gift Show 2026,Gem Guides Book Company,YES on Amazon (SmartScout),Gem Guides Book Co,570.3,8.0,4.53,1094.0,Biology of Fossils,,Gem Guides Book,,Yes,exact,"Gem Guides Book Company ($209.30, 2 products)",,,Not needed,,,,,SmartScout,Gem Guides Book Co,exact,Books,Biology of Fossils,570.3,2278.47,8,1094,4.53,168.75,2,,77.7,-0.79,,False,,"Gem Trails of Arizona | 1889786470 | $239; Geodes: Nature's Treasures | 1889786322 | $140; Gem Trails of Southern California | 188978625X | $90; Rocks, Minerals & Crystals: A Coloring & Collecting Book | 188978656X | $54; Facet Cutters Handbook | 0910652066 | $48",Amazon.com: 77.7%; SPA BOOKS: 9.3%; UPICK MARKETING LLC: 6.5%; Starbook Store: 4.1%; Sunrise Finds: 2.4%,6,Amazon 1P,22.3,"Small specialty publisher; Amazon 1P ~78%, under $1k a month; weak fit","Amazon 1P 77.7%; monthly rev ~$570; 8 products; 1,094 reviews",Gem Guides titles on Amazon,"Hi {{first_name}},

Saw you're exhibiting at the Las Vegas Souvenir & Resort Gift Show next week.

Looking at Gem Guides titles on Amazon, we see roughly $600 a month across about eight books, mostly sold by Amazon itself, with over 1,000 reviews and a 4.5 rating between them. Gem Trails of Arizona leads. Regional guides like these sell through gift shops, and on Amazon they mostly sit unless someone puts ads and content behind the top titles.

We manage Amazon for brands end to end, including strategy, content, advertising, inventory and operations.

Open to a short call on it?

Yoni
",small book publisher; weaker fit for consumer brand pitch,2026-09-25T15:35:53
1 - Confirmed on Amazon,Las Vegas Souvenir & Resort Gift Show 2026,Lipco Group,YES on Amazon (SmartScout),Lipco,519.9,1.0,3.6,19.0,Board Games,,Lipco,,Yes,close,Clipco; PHILIPCO (different brands); single board-game listing may not be Lipco Group,,,Not needed,,,,,SmartScout,Lipco,exact,Toys & Games,Board Games,519.9,11242.26,1,19,3.6,34.66,1,,0,0.23,,False,,"Lipco Cabin Decor Moose Cribbage Board, Wood | B0BC6L7CTT | $520",Hour Loop: 100%,1,Third-party resellers,100,One listing sold by a reseller (Hour Loop); 3.6 rating; effectively not on Amazon,Hour Loop 100%; 1 product; monthly rev ~$520; 19 reviews; avg rating 3.6,Lipco on Amazon,"Hi {{first_name}},

Saw you're exhibiting at the Las Vegas Souvenir & Resort Gift Show next week.

From what we can see, Lipco is on Amazon as a single listing, the moose cribbage board, sold by Hour Loop rather than by you, at around $500 a month with a 3.6 rating on 19 reviews. So the Amazon presence is one product, one reseller, and a rating nobody is managing.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We help brands launch, manage and grow on Amazon, supporting the full channel from strategy through execution.

Is Amazon something you're looking at?

Yoni
",,2026-09-25T15:35:53
1 - Confirmed on Amazon,Las Vegas Souvenir & Resort Gift Show 2026,Little Joys,YES on Amazon (SmartScout),Little Joys,480.0,7.0,4.33,3442.0,Children's Vitamins,,Little Joys,,Yes,close,name matches but subcategory (children's vitamins) may be a different company,,,Not needed,,,,,SmartScout,Little Joys,exact,Health & Household,Children's Vitamins,480,75804.89,7,3442,4.33,35.43,0.29,,0,-0.589,,False,,"Little Joys Omega-3 (DHA) Brain Gummies for Kids 7-12 Years | B0FM3XWXL7 | $240; Little Joys DHA Omega 3 Brain Gummies for Toddlers 2-6 Years | B0FM3YZST7 | $240; Little Joys Hazelnut Chocolate Spread, 10.58 Oz | B0FJDQ3JHF | $0; Little Joys Chocolate Spread, 26.45 Oz | B0DFWL9G2Z | $0; Little Joys Mixed Nuts Chocolate Spread for Kids, 10.58 Oz | B0G1MVVDF3 | $0",Mosaic Wellness INC: 100%,1,Brand direct,0,Brand direct via parent (Mosaic Wellness); strong review base but volume has collapsed to under $500 a month,"Mosaic Wellness INC 100% (parent company); monthly rev ~$480; TTM ~$76k; MoM -59%; 3,442 reviews; 7 products",Little Joys on Amazon US,"Hi {{first_name}},

Saw you're exhibiting at the Las Vegas Souvenir & Resort Gift Show next week.

Looking at your listings, Little Joys did about $75k on Amazon US over the trailing year, but it is now under $500 a month and dropped close to 60% last month. Two omega-3 gummy listings are all that is moving, and the chocolate spreads show no sales. With nearly 3,500 reviews on the catalog, that is a channel that had traction and lost it.

We manage Amazon for brands end to end, including strategy, content, advertising, inventory and operations.

Is it worth a short call to look at what changed?

Yoni
",Mosaic Wellness is Little Joys' parent company; treated as brand direct,2026-09-25T15:35:53
1 - Confirmed on Amazon,FNCE 2025,Just Made,YES on Amazon (SmartScout),JUST MADE,449.9,3.0,4.8,42.0,Fruit Juice Beverages,,Just Made,,Yes,exact,,,,Not needed,,,,,SmartScout,JUST MADE,exact,Grocery & Gourmet Food,Fruit Juice Beverages,449.9,8773.53,3,42,4.8,27.99,0.33,,0,0,,False,,"JUST MADE JUICE Pineapple Ginger Juice, 11.8 FZ | B0CPQ95VYB | $450; JUST MADE JUICE Mango Moringa Juice, 11.8 FZ | B07QDPBZDW | $0; JUST MADE | JUST TOWELS Disposable Face Towel, 60 Count | B09ZLXNNDS | $0",Just Made Foods: 100%,1,Brand direct,0,"Barely on Amazon: one juice listing selling, under $500 a month, sold direct",Brand direct 100%; monthly rev ~$450; 1 active ASIN; 42 reviews; avg rating 4.8,Just Made on Amazon,"Hi {{first_name}},

Saw that Just Made exhibited at FNCE last year.

From what we can see, Just Made is on Amazon with one juice listing actually selling, the pineapple ginger, at under $500 a month, sold direct, with about 40 reviews and a 4.8 rating. So the channel is essentially a placeholder right now, which for a cold-pressed juice brand may be deliberate, but it is also where shelf-stable and multipack products in your category do real volume.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at?

Yoni
",profile pulled via query_analytics fallback,2026-09-25T15:49:25
1 - Confirmed on Amazon,Las Vegas Souvenir & Resort Gift Show 2026,"Joe Blow T's, Inc.",YES on Amazon (SmartScout),Joe Blow,428.79,8.0,4.75,865.0,Automotive Interior Safety Products,,Joe Blow T's,,Yes,close,"Joe Blow T's (0 products, same subcategory)",,,Not needed,,,,,SmartScout,Joe Blow,exact,Automotive,Automotive Interior Safety Products,428.79,4679.05,8,865,4.75,26.1,2.63,,0,-1,,False,,"Joe Blow GM Chevy Truck Dealer Scene 67-72 Adult T-Shirt, X-Large | B01B0WUHDG | $375; Joe Blow T's Chevy Chevelle, Camaro, Nova & Impala Muscle Car T-Shirt, XX-Large | B01KYN12S6 | $28; Chevy Chevelle, Camaro, Nova & Impala Muscle Car T-Shirt, X-Large | B01KYN10JC | $26; Joe Blow GM Chevy Truck Dealer Scene 67-72 Adult T-Shirt, Medium | B01B0WUNB2 | $0; Joe Blow T's Chevy Muscle Car T-Shirt, Small | B01LEF3Z74 | $0","SR1 Performance USA: 75.1%; Zentra, LLC: 12.3%; CycleServe Store: 9.0%; TIS CA: 3.6%; GoodSpeedUSA: 0%",5,Third-party resellers,100.0,Barely on Amazon; sold by resellers (SR1 Performance 75%); one tee listing moving,SR1 Performance USA 75.1%; brand direct 0%; monthly rev ~$430; 865 reviews; avg rating 4.75,Joe Blow T's on Amazon,"Hi {{first_name}},

Saw you're exhibiting at the Las Vegas Souvenir & Resort Gift Show next week.

Looking at your listings, Joe Blow T's are on Amazon at under $500 a month, sold by resellers like SR1 Performance rather than by you, with one Chevy truck tee doing nearly all of it. The reviews are strong, about 850 at a 4.75 average, so the demand is real. The channel just isn't built or owned.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at?

Yoni
",,2026-09-25T15:49:25
1 - Confirmed on Amazon,Las Vegas Souvenir & Resort Gift Show 2026,Capsmith Inc,YES on Amazon (SmartScout),Capsmith,418.02,3.0,4.53,259.0,Sports Fan Skullies & Beanies,,Capsmith,,Yes,exact,Capsmiths (unrelated),,,Not needed,,,,,SmartScout,Capsmith,exact,Sports & Outdoors,Sports Fan Skullies & Beanies,418.02,18548.79,3,259,4.53,18.93,3.33,,0,0.781,,False,,Blue Officially Licensed US USN Navy Eagle Embroidered Beanie | B0784GVM26 | $216; Danbanna Deluxe Black Orange Just Ride Eagle Head Wrap Cap | B07FBM2G6W | $122; Capsmith Black Gold US USMC Marines Licensed Cuff Watch Cap Beanie | B074W6VBX9 | $80,"Zentra, LLC: 57.2%; Vagabond Joes 2: 26.9%; Lunch money: 15.8%",3,Third-party resellers,100.0,Barely on Amazon; sold entirely by resellers; trailing year ~$19k vs ~$400 now,Zentra 57.2%; Vagabond Joes 26.9%; brand direct 0%; monthly rev ~$420; TTM ~$18.5k; 259 reviews,Capsmith on Amazon,"Hi {{first_name}},

Saw you're exhibiting at the Las Vegas Souvenir & Resort Gift Show next week.

From what we can see, Capsmith licensed military beanies did about $18k on Amazon over the trailing year, all through resellers like Zentra and Vagabond Joes, and are now down to a few hundred dollars a month. We don't see a Capsmith account. Licensed Navy and Marines caps are exactly what sells on Amazon around the holidays if someone owns the listings.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at?

Yoni
",,2026-09-25T15:49:25
1 - Confirmed on Amazon,Las Vegas Souvenir & Resort Gift Show 2026,The Bear Factory,YES on Amazon (SmartScout),The Bear Factory,321.12,3.0,4.57,275.0,Stuffed Animal Clothing,,Bear Factory,,Yes,exact,Bear Factory (0 products); Boo Bear Factory (different),,,Not needed,,,,,SmartScout,The Bear Factory,exact,Toys & Games,Stuffed Animal Clothing,321.12,18994.44,3,275,4.57,15.18,0.67,,0,0.454,-0.364,False,,"Construction Worker with Hard Hat Outfit Teddy Bear Clothes by Bear Factory | B00OVJ0GW8 | $321; Blue Jean Shorts Teddy Bear Clothes Fit 14"" - 18"" | B007RHLYWC | $0; The Bear Factory Cowboy Outfit for 15 Thru 19 inch Animals & Dolls | B005DLFNCQ | $0",GetHyped USA: 66.2%; ZTRONWARD: 33.8%; The Zoo Factory: 0%,3,Third-party resellers,100.0,Barely on Amazon; sold by resellers (GetHyped USA 66%); trailing year ~$19k vs ~$300 now,GetHyped USA 66.2%; ZTRONWARD 33.8%; brand direct 0%; monthly rev ~$320; TTM ~$19k; 275 reviews,The Bear Factory on Amazon,"Hi {{first_name}},

Saw you're exhibiting at the Las Vegas Souvenir & Resort Gift Show next week.

Looking at your listings, The Bear Factory outfits did close to $20k on Amazon over the trailing year but are down to a few hundred dollars a month now, all sold by resellers like GetHyped USA. We don't see a Bear Factory account. Build-a-bear clothes are a steady Amazon search, and the brand is not the one answering it.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at?

Yoni
",profile pulled via query_analytics fallback,2026-09-25T15:49:25
1 - Confirmed on Amazon,Las Vegas Souvenir & Resort Gift Show 2026,Sona Enterprises,YES on Amazon (SmartScout),Sona Enterprises,244.58,2.0,4.1,333.0,Pin Punches,,Sona,,Yes,exact,"'Sona' alone returned unrelated brands (Sonax, Jeasona); matched on retry 'Sona Enterprises'",,,Not needed,,,,,SmartScout,Sona Enterprises,exact,Tools & Home Improvement,Pin Punches,244.58,2142.77,2,333,4.1,17.47,3,,0,,,False,,SE 18-Piece Drive Pin Punch Set - ST3018 | B000ZEABGO | $182; SE Drive Pin Punches - Set of 4 Pcs - ST1023I | B00C1MEANI | $63,Buy Sharp Eye: 100%,1,Third-party resellers,100,Barely on Amazon; two SE tool listings sold by a reseller; small,Buy Sharp Eye 100%; brand direct 0%; monthly rev ~$245; 2 products; 333 reviews,Sona Enterprises on Amazon,"Hi {{first_name}},

Saw you're exhibiting at the Las Vegas Souvenir & Resort Gift Show next week.

From what we can see, the Sona Enterprises listings on Amazon come down to two SE pin punch sets doing a few hundred dollars a month, sold by a reseller called Buy Sharp Eye rather than by you. There are over 300 reviews between them, so people find and buy them. There is just no brand behind the listings on Amazon.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at?

Yoni
",profile pulled via query_analytics fallback; SmartScout record may be a partial view of the SE catalog,2026-09-25T15:49:25
1 - Confirmed on Amazon,Las Vegas Souvenir & Resort Gift Show 2026,Green Tree Jewelry,YES on Amazon (SmartScout),Green Tree Jewelry,205.92,1.0,4.6,118.0,Women's Drop & Dangle Earrings,,Green Tree Jewelry,,Yes,exact,,,,Not needed,,,,,SmartScout,Green Tree Jewelry,exact,Toys & Games,Women's Drop & Dangle Earrings,205.92,4252.52,1,118,4.6,15.84,2,,0,,,False,,Puerto Rican Flag Earrings | B08SQQJ49S | $206,"Zentra, LLC: 50.5%; Artisan Owl: 49.5%",2,Third-party resellers,100.0,Effectively not on Amazon: one earring listing sold by two resellers,Zentra 50.5%; Artisan Owl 49.5%; brand direct 0%; 1 product; monthly rev ~$200; 118 reviews,Green Tree Jewelry on Amazon,"Hi {{first_name}},

Saw you're exhibiting at the Las Vegas Souvenir & Resort Gift Show next week.

Looking at your listings, Green Tree Jewelry is on Amazon as a single pair of Puerto Rican flag earrings, sold by two resellers, doing about $200 a month. That is the whole presence for a brand with a full wooden jewelry line. For gift and souvenir jewelry, Amazon is usually the biggest single shelf a brand can get onto.

We recently helped a brand go from no Amazon presence to a $1M+ annual run rate within six months. We manage the channel end to end.

Is Amazon something you're looking at?

Yoni
",,2026-09-25T15:49:25
